time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16;bp17;bp18;bp19;bp20;bp21;bp22;bp23;bp24;bp25;bp26;bp27;bp28;bp29;bp30;bp31;bp32
0.21;videos/cuts_test/50wtf3.mp4;walk;(234.93, 150.26);(231.63, 138.84);(231.28, 138.8);(230.75, 138.68);(228.4, 138.2);(225.63, 137.66);(222.52, 137.01);(213.08, 141.88);(203.85, 139.94);(231.22, 162.71);(226.72, 162.05);(210.53, 215.98);(147.62, 199.24);(193.56, 296.19);(133.39, 290.12);(211.12, 360.89);(156.58, 375.89);(217.21, 382.81);(157.36, 401.05);(220.59, 379.01);(170.38, 398.85);(216.79, 372.75);(172.42, 392.02);(210.04, 374.93);(169.33, 374.09);(210.62, 482.83);(140.56, 479.54);(224.03, 598.95);(65.99, 584.04);(214.22, 618.73);(51.48, 598.72);(274.63, 618.4);(108.14, 624.97)
0.25;videos/cuts_test/50wtf3.mp4;walk;(243.94, 149.48);(240.28, 138.42);(239.95, 138.42);(239.41, 138.35);(236.75, 137.9);(233.91, 137.41);(230.69, 136.79);(222.11, 141.86);(212.14, 139.84);(240.54, 162.35);(235.85, 161.68);(220.99, 216.81);(157.39, 198.58);(216.39, 299.14);(143.51, 287.98);(242.42, 367.57);(162.42, 374.98);(251.59, 386.98);(163.34, 400.6);(254.79, 383.8);(177.22, 397.77);(250.05, 377.71);(180.28, 390.58);(215.09, 375.04);(176.38, 371.74);(211.49, 481.51);(157.74, 481.14);(223.92, 598.92);(76.9, 579.77);(214.18, 618.28);(61.79, 590.36);(273.95, 618.13);(108.86, 624.92)
0.29;videos/cuts_test/50wtf3.mp4;walk;(251.89, 148.56);(248.32, 138.07);(247.95, 138.1);(247.47, 138.06);(244.65, 137.5);(241.95, 137.03);(238.85, 136.43);(232.22, 141.86);(220.6, 139.67);(249.01, 161.85);(244.32, 161.11);(233.2, 217.24);(167.02, 198.19);(238.34, 301.18);(153.8, 287.79);(265.02, 369.87);(169.28, 375.09);(272.69, 388.65);(168.92, 400.56);(274.24, 386.37);(183.33, 397.81);(270.17, 380.44);(186.85, 390.64);(224.68, 375.02);(186.29, 370.18);(216.83, 483.18);(178.73, 484.06);(224.1, 599.25);(97.33, 569.11);(214.27, 618.29);(80.37, 574.09);(270.89, 620.1);(110.09, 624.41)
0.33;videos/cuts_test/50wtf3.mp4;walk;(259.42, 148.22);(255.44, 138.04);(255.06, 138.1);(254.38, 138.07);(252.05, 137.46);(249.31, 137.0);(246.05, 136.4);(239.58, 142.0);(227.91, 139.67);(255.88, 161.57);(251.28, 160.71);(242.09, 217.89);(174.95, 198.1);(249.3, 302.17);(161.77, 288.01);(275.62, 370.56);(174.23, 375.14);(284.64, 388.85);(174.22, 400.47);(284.55, 386.9);(189.65, 397.82);(280.54, 381.55);(193.44, 390.71);(230.12, 373.94);(195.15, 369.57);(214.34, 484.72);(216.06, 484.03);(123.41, 562.99);(220.39, 587.0);(107.3, 570.58);(178.73, 578.03);(186.48, 626.01);(229.73, 631.28)
0.38;videos/cuts_test/50wtf3.mp4;walk;(267.26, 148.25);(263.2, 138.14);(262.7, 138.23);(262.02, 138.26);(259.99, 137.54);(257.3, 137.07);(253.93, 136.45);(247.49, 142.29);(235.72, 139.71);(263.53, 161.57);(259.48, 160.65);(251.5, 218.11);(181.81, 198.11);(259.09, 302.29);(168.04, 288.92);(287.5, 370.66);(180.08, 375.31);(296.64, 388.58);(180.11, 400.42);(297.2, 386.71);(194.28, 397.85);(293.89, 381.57);(197.86, 390.78);(239.09, 369.87);(203.75, 366.45);(226.3, 485.14);(245.87, 479.16);(169.87, 573.73);(167.77, 552.44);(156.21, 580.79);(135.66, 543.5);(220.73, 625.34);(196.42, 611.81)
0.42;videos/cuts_test/50wtf3.mp4;walk;(272.78, 148.27);(269.29, 138.21);(269.0, 138.33);(268.56, 138.39);(266.03, 137.63);(263.23, 137.19);(259.57, 136.61);(254.72, 142.7);(241.26, 139.89);(269.42, 161.58);(265.51, 160.66);(259.91, 218.69);(188.01, 198.12);(270.51, 303.59);(173.7, 289.15);(303.19, 371.57);(186.81, 375.32);(311.5, 388.34);(187.18, 400.24);(311.81, 386.78);(199.29, 397.82);(308.52, 382.3);(202.41, 390.82);(247.25, 366.51);(209.72, 361.71);(236.36, 485.2);(269.83, 468.07);(206.59, 593.16);(176.57, 528.65);(195.58, 610.61);(150.75, 528.6);(242.04, 626.76);(188.54, 585.58)
0.46;videos/cuts_test/50wtf3.mp4;walk;(278.05, 148.25);(274.84, 138.17);(274.59, 138.28);(274.12, 138.35);(271.65, 137.59);(268.75, 137.15);(265.47, 136.6);(260.12, 142.7);(247.54, 139.89);(275.38, 161.41);(271.33, 160.42);(266.94, 219.08);(191.27, 198.13);(278.02, 304.13);(177.85, 289.18);(311.28, 371.21);(191.15, 374.86);(320.31, 386.91);(193.33, 399.38);(320.75, 386.06);(203.16, 397.55);(317.18, 382.01);(205.41, 390.62);(254.45, 362.58);(215.95, 357.7);(245.97, 484.24);(285.69, 453.83);(219.4, 598.62);(200.61, 520.39);(207.55, 613.8);(176.48, 521.69);(254.5, 629.19);(206.98, 575.34)
0.5;videos/cuts_test/50wtf3.mp4;walk;(284.23, 148.1);(280.94, 137.81);(280.75, 137.92);(280.38, 138.02);(277.66, 137.18);(274.65, 136.79);(271.13, 136.35);(266.74, 142.52);(252.71, 139.86);(281.59, 161.1);(277.16, 160.04);(272.7, 218.66);(197.16, 198.06);(286.04, 303.98);(181.43, 289.26);(320.48, 369.22);(194.72, 373.6);(330.06, 384.26);(197.36, 397.77);(329.98, 383.46);(206.55, 396.14);(326.0, 380.5);(208.32, 389.38);(257.04, 359.14);(223.4, 354.95);(246.16, 482.88);(308.47, 439.47);(226.52, 595.88);(228.99, 507.87);(213.31, 609.88);(210.31, 512.23);(272.86, 620.51);(240.04, 564.01)
0.54;videos/cuts_test/50wtf3.mp4;walk;(289.95, 147.41);(286.85, 137.07);(286.75, 137.2);(286.46, 137.33);(283.35, 136.42);(280.21, 136.05);(276.72, 135.72);(272.77, 142.02);(258.07, 139.45);(287.65, 160.1);(282.93, 159.02);(279.68, 218.2);(203.86, 197.89);(294.06, 303.44);(186.74, 289.21);(329.3, 367.94);(199.93, 373.35);(339.08, 381.51);(200.03, 397.58);(338.4, 380.46);(209.99, 395.94);(334.34, 378.12);(212.18, 389.06);(261.59, 356.05);(229.57, 352.96);(244.51, 482.42);(329.91, 423.25);(228.84, 592.29);(258.94, 511.22);(220.65, 607.2);(241.61, 518.16);(279.61, 617.25);(290.04, 550.61)
0.58;videos/cuts_test/50wtf3.mp4;walk;(296.0, 146.07);(292.82, 135.92);(292.66, 136.02);(292.25, 136.14);(289.16, 135.29);(286.15, 134.98);(283.08, 134.69);(278.02, 141.27);(264.78, 138.56);(293.87, 158.54);(289.15, 157.53);(285.85, 218.05);(208.85, 197.67);(300.59, 302.16);(191.94, 288.75);(334.43, 364.84);(205.37, 372.3);(344.91, 378.39);(205.11, 396.42);(344.34, 377.88);(215.86, 394.67);(340.08, 375.37);(218.08, 387.94);(264.83, 355.77);(234.18, 351.6);(249.29, 479.51);(335.58, 411.32);(232.02, 592.21);(294.83, 518.6);(224.18, 607.49);(278.4, 529.61);(288.24, 618.52);(327.02, 548.78)
0.63;videos/cuts_test/50wtf3.mp4;walk;(301.51, 144.92);(297.93, 134.8);(297.74, 134.88);(297.28, 134.96);(294.03, 134.21);(291.41, 133.96);(288.63, 133.69);(283.4, 140.31);(269.95, 137.85);(299.44, 157.15);(294.56, 156.25);(292.15, 217.92);(214.18, 197.49);(306.29, 300.79);(197.73, 288.41);(338.13, 363.07);(208.8, 371.64);(349.32, 376.9);(207.55, 395.98);(349.17, 376.75);(219.43, 394.16);(344.54, 373.91);(221.99, 387.29);(269.03, 355.59);(237.97, 352.85);(249.37, 477.11);(339.93, 411.45);(230.71, 593.3);(333.54, 526.09);(223.92, 608.81);(324.18, 539.19);(280.96, 622.07);(378.49, 542.92)
0.67;videos/cuts_test/50wtf3.mp4;walk;(307.54, 143.93);(304.19, 133.85);(304.13, 133.93);(303.81, 133.98);(299.97, 133.27);(297.48, 133.04);(294.51, 132.7);(290.23, 139.3);(275.35, 136.92);(305.42, 156.27);(300.21, 155.43);(298.92, 217.76);(220.24, 196.9);(311.28, 300.2);(203.29, 287.93);(342.0, 363.14);(213.07, 370.92);(351.97, 377.42);(212.04, 395.51);(352.77, 376.91);(223.55, 393.65);(348.2, 373.97);(226.35, 386.75);(275.41, 354.56);(244.47, 352.85);(249.88, 475.33);(345.27, 409.43);(229.53, 594.67);(363.47, 528.55);(223.43, 609.44);(356.2, 545.81);(280.55, 623.49);(411.95, 540.57)
0.71;videos/cuts_test/50wtf3.mp4;walk;(313.54, 142.71);(309.86, 132.66);(309.71, 132.71);(309.28, 132.73);(305.87, 132.22);(303.56, 132.02);(300.52, 131.63);(295.75, 137.98);(281.16, 135.9);(311.32, 155.15);(306.2, 154.45);(304.43, 217.1);(226.31, 196.3);(314.85, 299.7);(209.45, 287.6);(345.1, 363.22);(218.38, 370.13);(354.55, 377.73);(217.08, 394.71);(355.3, 377.15);(228.04, 392.79);(350.83, 374.11);(230.84, 386.04);(278.33, 354.38);(249.77, 353.26);(251.17, 473.56);(352.07, 411.14);(228.85, 596.01);(392.91, 528.02);(223.5, 609.74);(392.66, 548.29);(280.1, 624.41);(442.86, 519.23)
0.75;videos/cuts_test/50wtf3.mp4;walk;(319.38, 141.4);(315.31, 131.42);(315.15, 131.48);(314.76, 131.48);(311.8, 131.11);(309.57, 130.89);(306.32, 130.5);(301.85, 136.64);(287.26, 134.98);(317.26, 154.11);(312.26, 153.57);(308.91, 216.08);(232.76, 195.16);(315.66, 298.71);(214.68, 286.52);(344.68, 361.19);(222.92, 368.2);(354.21, 377.42);(221.74, 392.86);(354.77, 376.93);(232.36, 391.21);(350.42, 373.75);(235.0, 384.64);(281.64, 352.01);(252.37, 350.98);(254.21, 471.85);(349.59, 414.71);(228.9, 596.41);(415.93, 525.9);(223.65, 609.78);(420.26, 548.28);(267.36, 621.73);(463.42, 507.09)
0.79;videos/cuts_test/50wtf3.mp4;walk;(325.76, 139.36);(321.94, 129.71);(321.82, 129.8);(321.49, 129.85);(318.26, 129.31);(316.0, 129.05);(312.83, 128.71);(309.21, 135.13);(294.11, 133.51);(323.84, 151.85);(318.93, 151.59);(315.53, 215.62);(239.82, 193.91);(317.57, 298.72);(219.55, 286.23);(346.17, 361.23);(227.44, 367.08);(354.01, 377.54);(226.21, 391.75);(354.64, 376.99);(236.96, 390.35);(350.7, 373.75);(239.66, 383.68);(284.78, 352.8);(258.24, 351.57);(255.98, 472.0);(354.48, 419.31);(229.46, 596.37);(429.97, 525.78);(224.4, 609.84);(435.46, 548.38);(263.21, 618.53);(474.59, 496.96)
0.83;videos/cuts_test/50wtf3.mp4;walk;(332.2, 138.3);(328.15, 128.51);(327.98, 128.61);(327.64, 128.71);(324.76, 128.03);(322.4, 127.79);(319.03, 127.49);(314.5, 134.0);(300.74, 132.39);(329.87, 150.86);(325.45, 150.59);(321.44, 215.62);(247.5, 192.65);(321.26, 298.74);(226.84, 285.19);(346.36, 362.21);(231.97, 365.58);(354.57, 378.6);(230.65, 390.53);(355.35, 378.42);(241.18, 389.4);(350.84, 374.9);(244.05, 382.58);(287.49, 353.38);(261.19, 351.39);(258.63, 471.62);(354.55, 421.49);(230.01, 596.33);(433.82, 526.78);(224.54, 609.89);(438.28, 549.61);(261.41, 617.77);(477.11, 503.14)
0.88;videos/cuts_test/50wtf3.mp4;walk;(339.66, 137.07);(335.26, 127.36);(334.98, 127.46);(334.55, 127.57);(332.43, 126.92);(330.13, 126.68);(327.02, 126.33);(320.65, 132.67);(309.22, 131.16);(337.1, 149.49);(333.28, 149.04);(326.27, 215.6);(255.72, 191.44);(323.34, 298.76);(233.45, 283.01);(346.03, 364.54);(238.11, 363.63);(354.38, 380.82);(237.21, 389.0);(355.76, 381.14);(248.11, 387.94);(351.18, 377.11);(251.71, 381.15);(292.15, 353.51);(266.48, 350.1);(261.11, 470.64);(357.0, 422.43);(230.71, 595.11);(431.2, 528.07);(224.36, 609.28);(435.12, 554.59);(261.52, 616.62);(477.02, 509.15)
0.92;videos/cuts_test/50wtf3.mp4;walk;(345.84, 133.86);(341.52, 125.04);(341.25, 125.17);(340.77, 125.25);(338.51, 124.58);(335.85, 124.31);(332.8, 123.99);(326.09, 130.25);(316.07, 129.1);(343.6, 146.09);(340.1, 145.68);(330.49, 214.24);(266.62, 189.06);(325.75, 297.87);(242.51, 278.99);(342.65, 364.99);(245.87, 361.43);(351.62, 382.8);(243.92, 387.83);(353.0, 383.37);(257.04, 386.53);(347.59, 377.99);(261.42, 379.72);(295.6, 353.14);(274.1, 348.93);(263.69, 470.48);(360.85, 427.22);(231.36, 594.57);(428.73, 534.34);(224.25, 609.2);(430.53, 561.74);(261.73, 614.97);(473.92, 515.01)
0.96;videos/cuts_test/50wtf3.mp4;walk;(353.37, 132.48);(349.01, 123.63);(348.75, 123.76);(348.27, 123.83);(345.94, 123.14);(343.27, 122.92);(340.25, 122.69);(333.5, 128.94);(323.42, 128.19);(351.03, 144.61);(347.41, 144.23);(335.84, 212.99);(274.43, 188.16);(326.01, 294.78);(250.3, 278.14);(340.09, 362.13);(253.61, 360.77);(353.48, 381.96);(251.13, 387.12);(353.54, 382.78);(265.33, 386.08);(346.39, 375.65);(270.63, 379.21);(300.45, 353.24);(277.1, 349.14);(266.17, 470.57);(360.98, 428.78);(229.88, 596.32);(428.61, 539.32);(223.41, 611.27);(431.48, 566.01);(260.74, 615.36);(474.21, 518.06)
1.0;videos/cuts_test/50wtf3.mp4;walk;(360.85, 131.1);(356.78, 122.31);(356.69, 122.51);(356.38, 122.69);(353.1, 121.81);(350.19, 121.71);(346.84, 121.65);(341.57, 128.07);(330.28, 127.64);(358.83, 143.21);(354.83, 143.09);(340.52, 210.0);(284.93, 186.82);(322.84, 292.66);(259.98, 277.73);(333.56, 359.43);(261.73, 359.42);(346.95, 382.13);(259.37, 386.0);(346.09, 382.82);(273.86, 385.33);(338.19, 374.23);(278.52, 378.39);(305.37, 353.34);(283.33, 349.17);(269.32, 470.84);(369.41, 431.05);(228.28, 597.66);(429.47, 541.57);(219.92, 612.89);(432.86, 566.98);(259.6, 616.95);(475.86, 520.13)
1.04;videos/cuts_test/50wtf3.mp4;walk;(370.06, 128.85);(365.03, 119.89);(364.71, 120.0);(364.19, 120.18);(362.02, 119.65);(359.51, 119.64);(356.55, 119.75);(349.69, 126.45);(340.5, 126.61);(368.08, 141.26);(364.15, 141.22);(347.2, 208.32);(293.89, 185.71);(323.68, 290.0);(271.25, 276.9);(333.05, 357.99);(272.2, 359.38);(343.81, 382.1);(269.0, 384.98);(341.79, 380.24);(284.06, 385.2);(336.91, 372.96);(288.96, 378.51);(308.44, 353.04);(289.87, 347.85);(274.33, 468.82);(375.71, 430.79);(228.03, 597.68);(430.21, 542.41);(219.92, 612.95);(431.79, 566.59);(259.35, 618.01);(479.72, 521.1)
1.08;videos/cuts_test/50wtf3.mp4;walk;(378.84, 129.22);(374.25, 120.15);(374.06, 120.26);(373.62, 120.46);(370.8, 119.97);(368.12, 119.99);(364.95, 120.13);(359.07, 126.68);(349.3, 126.79);(376.74, 141.51);(372.77, 141.58);(353.64, 207.03);(304.61, 185.18);(326.25, 288.07);(280.78, 277.13);(334.01, 354.37);(284.06, 359.62);(343.09, 378.34);(279.47, 385.35);(342.21, 376.92);(294.09, 385.31);(337.9, 369.49);(298.38, 378.73);(313.89, 353.17);(298.31, 347.92);(278.35, 468.09);(388.5, 430.8);(229.77, 594.9);(431.27, 544.07);(220.21, 611.93);(430.31, 565.76);(259.35, 618.13);(482.02, 528.8)
1.13;videos/cuts_test/50wtf3.mp4;walk;(388.75, 129.83);(383.78, 120.62);(383.49, 120.71);(382.93, 120.89);(380.52, 120.44);(377.91, 120.45);(374.99, 120.58);(368.73, 127.03);(359.55, 127.05);(386.74, 142.04);(382.84, 142.07);(362.42, 207.25);(315.91, 185.49);(333.27, 288.35);(291.92, 277.31);(339.53, 353.4);(296.91, 361.55);(345.15, 377.32);(291.96, 385.64);(347.0, 377.15);(306.48, 386.88);(343.2, 368.53);(309.63, 379.77);(320.89, 353.29);(303.18, 347.65);(285.26, 466.48);(395.01, 428.79);(231.53, 593.0);(433.27, 544.68);(221.09, 610.63);(430.6, 565.44);(259.61, 618.15);(485.75, 535.88)
1.17;videos/cuts_test/50wtf3.mp4;walk;(398.9, 130.22);(393.68, 120.94);(393.27, 121.01);(392.65, 121.15);(390.37, 121.03);(387.99, 121.23);(385.36, 121.53);(378.76, 127.85);(370.09, 128.34);(396.99, 142.29);(393.42, 142.48);(369.63, 207.21);(329.03, 187.06);(339.3, 288.46);(303.58, 277.73);(345.18, 352.11);(307.88, 362.51);(350.1, 377.47);(302.51, 385.68);(351.09, 377.27);(317.05, 388.41);(348.73, 366.95);(319.45, 380.4);(328.91, 353.44);(315.07, 348.6);(291.97, 465.28);(407.79, 428.8);(232.84, 589.37);(434.84, 545.35);(222.15, 607.64);(430.21, 565.74);(259.71, 618.2);(488.89, 544.2)
1.21;videos/cuts_test/50wtf3.mp4;walk;(407.11, 132.15);(401.81, 123.21);(401.58, 123.26);(401.19, 123.32);(398.36, 123.16);(396.04, 123.34);(393.21, 123.56);(388.04, 129.89);(378.72, 130.24);(405.31, 143.99);(401.8, 144.26);(378.39, 207.31);(341.27, 190.26);(347.05, 288.83);(316.03, 279.51);(353.68, 352.39);(321.66, 362.9);(355.66, 376.29);(316.44, 385.8);(355.87, 377.39);(331.29, 390.32);(354.58, 367.29);(333.32, 381.09);(338.1, 355.91);(323.68, 351.51);(296.64, 465.59);(420.4, 428.24);(233.91, 588.1);(436.38, 545.38);(222.99, 606.85);(429.6, 565.55);(262.23, 618.3);(491.31, 551.51)
1.25;videos/cuts_test/50wtf3.mp4;walk;(417.64, 134.67);(411.63, 125.71);(411.3, 125.7);(410.83, 125.67);(408.44, 125.77);(406.12, 125.98);(403.31, 126.16);(397.66, 132.36);(389.09, 133.1);(416.04, 146.54);(412.62, 146.81);(388.69, 209.35);(353.46, 195.69);(364.3, 289.36);(331.72, 285.2);(373.3, 351.06);(336.11, 369.43);(377.11, 376.48);(332.27, 390.44);(377.82, 377.43);(347.05, 395.44);(376.16, 367.65);(349.35, 386.44);(347.28, 361.48);(334.2, 357.61);(302.51, 467.17);(432.25, 428.28);(235.62, 586.67);(439.08, 545.89);(223.6, 605.6);(430.3, 565.31);(262.23, 618.26);(491.83, 558.9)
1.29;videos/cuts_test/50wtf3.mp4;walk;(428.91, 136.68);(422.24, 127.03);(421.91, 126.93);(421.42, 126.9);(419.26, 127.55);(416.87, 127.91);(413.95, 128.32);(408.42, 134.27);(399.41, 136.01);(427.83, 148.51);(424.32, 148.98);(400.66, 210.95);(364.16, 200.07);(381.36, 289.59);(346.46, 289.1);(390.34, 346.22);(351.22, 373.15);(392.71, 367.33);(348.83, 394.25);(395.02, 366.95);(362.49, 398.34);(392.2, 359.26);(364.36, 389.94);(358.34, 363.1);(346.45, 360.32);(310.57, 467.4);(440.0, 431.43);(242.75, 583.97);(442.35, 549.52);(232.4, 599.22);(431.98, 567.59);(264.34, 616.69);(493.0, 565.37)
1.33;videos/cuts_test/50wtf3.mp4;walk;(439.44, 136.59);(432.15, 127.01);(431.7, 126.91);(431.04, 126.88);(429.72, 127.48);(427.56, 127.8);(425.02, 128.17);(418.77, 134.26);(410.85, 136.0);(439.01, 148.34);(435.88, 148.87);(411.49, 210.98);(377.07, 200.44);(391.29, 289.72);(359.91, 290.58);(398.56, 346.09);(366.27, 374.11);(402.37, 366.89);(365.15, 396.23);(405.68, 365.6);(378.86, 398.91);(402.09, 358.21);(380.31, 390.74);(370.41, 363.2);(360.16, 360.96);(322.78, 467.5);(445.65, 439.83);(256.15, 572.8);(445.27, 554.71);(244.62, 589.49);(436.75, 575.93);(271.04, 609.08);(497.51, 570.66)
1.38;videos/cuts_test/50wtf3.mp4;walk;(448.63, 135.24);(441.52, 126.18);(441.27, 126.11);(440.84, 126.12);(438.55, 126.92);(436.06, 127.37);(433.02, 127.85);(428.28, 133.88);(418.96, 135.78);(448.91, 146.55);(444.99, 147.0);(420.68, 208.93);(388.86, 199.73);(403.04, 288.8);(373.53, 289.79);(410.28, 346.92);(381.68, 373.6);(417.06, 370.91);(380.29, 396.49);(417.99, 369.28);(393.92, 398.85);(415.12, 359.3);(395.59, 390.7);(381.76, 362.74);(375.33, 360.21);(335.6, 466.85);(452.71, 445.74);(270.04, 565.48);(445.55, 556.83);(254.52, 581.27);(438.77, 580.69);(288.4, 596.12);(494.48, 570.27)
1.42;videos/cuts_test/50wtf3.mp4;walk;(458.11, 131.68);(450.73, 122.37);(450.31, 122.44);(449.69, 122.6);(448.15, 123.22);(445.88, 123.82);(442.95, 124.51);(436.77, 131.5);(428.88, 133.42);(458.12, 143.03);(454.33, 143.43);(429.56, 204.49);(400.18, 196.83);(413.48, 285.6);(385.81, 287.94);(421.57, 346.53);(397.04, 372.74);(429.43, 371.24);(396.31, 395.72);(429.59, 369.84);(408.31, 397.46);(426.69, 358.76);(409.78, 389.43);(396.21, 362.46);(391.56, 359.69);(350.88, 466.93);(449.15, 453.29);(278.14, 563.91);(448.68, 563.66);(260.97, 577.52);(440.96, 588.12);(292.33, 595.2);(496.77, 572.97)
1.46;videos/cuts_test/50wtf3.mp4;walk;(468.47, 125.61);(460.94, 116.2);(460.28, 116.42);(459.42, 116.66);(458.7, 116.84);(456.59, 117.45);(454.06, 118.06);(446.67, 126.15);(439.65, 127.45);(468.07, 137.54);(465.03, 137.38);(440.28, 201.05);(408.33, 188.94);(431.62, 284.48);(396.63, 280.38);(444.58, 346.96);(409.87, 368.79);(452.12, 371.03);(408.84, 391.93);(454.08, 370.23);(421.18, 392.47);(449.97, 359.02);(422.29, 385.04);(411.41, 356.3);(399.85, 351.0);(376.18, 466.05);(444.66, 456.68);(292.53, 550.63);(448.82, 565.64);(273.41, 558.08);(442.36, 588.1);(306.26, 578.14);(494.53, 579.17)
1.5;videos/cuts_test/50wtf3.mp4;walk;(476.33, 122.25);(469.13, 112.37);(468.59, 112.62);(467.84, 112.9);(466.46, 112.79);(464.15, 113.27);(461.3, 113.69);(454.41, 121.94);(446.7, 122.39);(475.53, 134.33);(472.01, 134.03);(448.5, 197.73);(415.65, 184.46);(444.19, 280.69);(408.25, 275.48);(458.34, 345.01);(425.85, 363.61);(466.26, 365.38);(426.66, 385.26);(467.67, 365.91);(437.29, 384.62);(462.92, 357.35);(438.04, 377.78);(427.73, 351.55);(408.23, 345.4);(410.94, 462.35);(444.07, 458.08);(308.96, 531.56);(451.04, 570.75);(284.72, 529.5);(445.03, 590.07);(299.66, 574.56);(501.39, 608.04)
1.54;videos/cuts_test/50wtf3.mp4;walk;(483.8, 119.92);(477.07, 109.2);(476.51, 109.38);(475.71, 109.53);(474.24, 109.43);(471.8, 109.72);(468.98, 109.95);(460.72, 117.48);(453.24, 117.46);(482.43, 132.06);(478.77, 131.73);(452.81, 189.27);(423.35, 177.68);(446.49, 272.12);(417.01, 265.23);(462.76, 340.77);(437.96, 353.7);(470.56, 359.82);(440.45, 376.6);(472.48, 360.1);(451.55, 375.07);(468.49, 352.77);(451.7, 367.81);(437.94, 342.69);(419.27, 338.44);(439.79, 456.7);(456.13, 455.75);(329.3, 511.34);(453.49, 568.29);(305.73, 502.25);(445.04, 587.2);(309.41, 558.58);(504.83, 606.99)
1.58;videos/cuts_test/50wtf3.mp4;walk;(489.59, 117.62);(483.62, 106.32);(483.01, 106.49);(482.18, 106.65);(480.91, 106.35);(478.33, 106.49);(475.45, 106.63);(466.33, 113.78);(459.39, 113.22);(487.33, 129.72);(484.13, 129.53);(457.49, 183.38);(428.69, 174.01);(445.91, 268.77);(424.72, 262.62);(463.78, 336.59);(450.59, 350.8);(471.82, 356.7);(457.5, 372.44);(474.16, 355.41);(466.27, 369.31);(470.61, 347.54);(464.8, 362.28);(448.17, 340.71);(427.26, 336.84);(456.04, 453.9);(457.89, 457.65);(343.36, 493.68);(451.42, 571.79);(325.3, 490.4);(443.7, 589.97);(336.42, 547.81);(507.38, 601.68)
1.63;videos/cuts_test/50wtf3.mp4;walk;(495.69, 114.9);(489.92, 103.4);(489.24, 103.52);(488.34, 103.64);(487.38, 103.44);(484.76, 103.53);(481.7, 103.63);(472.04, 110.09);(465.2, 109.61);(492.45, 126.96);(489.66, 126.75);(462.74, 179.03);(433.65, 170.85);(451.84, 265.1);(432.77, 258.12);(470.36, 334.45);(460.66, 344.91);(478.35, 354.48);(467.52, 367.3);(481.11, 352.34);(475.78, 363.85);(476.79, 344.41);(474.16, 357.07);(456.83, 335.78);(436.35, 333.92);(462.92, 443.91);(466.03, 456.01);(361.74, 485.11);(453.51, 569.99);(345.29, 477.93);(445.81, 589.48);(355.58, 536.58);(508.38, 594.3)
1.67;videos/cuts_test/50wtf3.mp4;walk;(501.9, 112.01);(495.44, 100.05);(494.68, 100.15);(493.72, 100.25);(493.36, 100.22);(491.0, 100.42);(488.19, 100.62);(477.65, 106.26);(471.54, 106.22);(498.16, 124.08);(495.26, 123.95);(468.16, 174.8);(440.02, 167.4);(457.99, 261.08);(441.46, 254.82);(477.09, 330.25);(469.79, 338.1);(486.62, 350.84);(477.43, 361.76);(488.89, 348.77);(484.81, 359.64);(483.68, 340.85);(482.77, 352.69);(468.1, 333.43);(445.51, 332.12);(487.82, 436.32);(470.36, 454.7);(394.76, 475.43);(454.61, 569.51);(373.5, 470.44);(445.18, 588.0);(388.43, 515.1);(510.44, 592.69)
1.71;videos/cuts_test/50wtf3.mp4;walk;(506.75, 110.07);(501.0, 98.64);(500.09, 98.54);(498.94, 98.47);(499.22, 98.65);(496.83, 98.54);(494.19, 98.48);(482.5, 103.56);(478.2, 103.18);(502.37, 121.91);(499.88, 121.79);(469.55, 169.14);(446.87, 163.27);(459.66, 255.57);(449.74, 251.34);(477.3, 325.96);(481.29, 334.86);(483.54, 346.12);(489.39, 357.98);(486.96, 345.09);(496.61, 356.17);(484.3, 337.17);(494.57, 349.69);(466.67, 327.21);(454.43, 328.16);(505.52, 417.76);(485.75, 444.12);(429.64, 476.39);(455.05, 567.76);(410.55, 480.64);(444.71, 585.27);(437.95, 514.89);(508.98, 592.56)
1.75;videos/cuts_test/50wtf3.mp4;walk;(511.77, 107.17);(506.11, 96.3);(505.31, 96.17);(504.26, 96.04);(504.55, 96.14);(502.41, 95.86);(499.73, 95.58);(487.6, 100.44);(483.44, 99.62);(507.38, 118.74);(505.15, 118.63);(473.37, 167.63);(452.6, 161.73);(469.1, 254.25);(457.16, 250.63);(491.81, 324.1);(489.98, 332.09);(499.55, 343.65);(496.42, 354.59);(503.71, 342.42);(504.78, 352.83);(499.5, 335.25);(503.25, 347.06);(477.74, 326.23);(457.55, 326.44);(549.39, 411.81);(481.24, 442.14);(466.75, 469.04);(456.3, 563.84);(449.73, 473.23);(444.51, 582.91);(477.95, 504.4);(507.88, 590.83)
